msg_sender,token,is_transfer_from,sender,receiver,amount,block_number,gas_price,max_fee_per_gas,max_priority_fee_per_gas,tx_hash,tx_index
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x886139695ee45365a7f1d6bc7e5c69e6ef446f09,6954449791035925,18075970,12534723747,25069447494,2000000000,0x74bb982c4da3b45405a43c2914f079c7ed99ab00662fd0483a464fcfca95fd4e,32
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x2701b485853a5cfeb9e3cf4ca5807720a4e2718a,6039476642657042,18076036,20077743260,26116614890,8000000000,0x103ed2163b389ebb3e6ff46cd74adc9ce38eacf8ddc2dcc1a06b34104993f1cb,9
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x017f6325a433b34be491c94c7eb8644bd9511f2f,22489784314157522,18076251,11758396559,24024329198,260325610,0xeca47d952742a472cdfa4d2a90f058b057743c195ceb4ad147cc9057494bdde8,160
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xaa16812898c1e9e1db087e7e04a202c3e985e2ff,1381133247705381,18076035,16729101581,23162608181,5000000000,0x71f753e9de4c1e7d8f86f9df6ff57cd312987c206860744063a549bb274aa4c6,14
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x1787642dcdd5bb5f5323b4439f939c2d41243e60,0x9f3a95721ff945cd546552f911219a968d26eab3,16517859000000000,18076215,14359615270,20039422905,3000000000,0x404cf5f3a20c65958ad38d75f305574ab112e16b4729a6f9c10f5ebc7a7bde93,30
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x778c862ff7541f897d7e020148ded3ead6b3b667,3148115508921240,18075990,16910717164,23374788503,5000000000,0x4d4a39b712d4a6b742df3b937a2a91dcddb9421482cda8c8c0f6b282bb43dba2,10
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xc84baf07728ee348bc3f45ae1f1c4cb5b1d280a6,20354439969187060,18076025,12589712722,22488900851,300000000,0xcc675e15ab8f9074e67dafc0854607137976fa4368f6437d6468afdbfe946487,2
0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x9f3a95721ff945cd546552f911219a968d26eab3,1108780888621056,18075994,17790351454,17790351454,7049789828,0x7fe1e71cec2b0600a57cfb0ba5c391cb1b37e82ec1cd7b26e3692d39d537a8fe,16
0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x00000000a991c429ee2ec6df19d40fe0c80088b8,0x9f3a95721ff945cd546552f911219a968d26eab3,5881815415312065,18076061,11483279907,11483279907,0,0xc08103417b9817563a09ff153c5ae8e59d01bbc895c1055cf3cf045ac12c3115,8
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xd42f08d71018783be5892d9ffb08fbadec0b1c0a,2887725340743420,18076141,13301395398,15888975367,1500000000,0xeeb6960f40667157339df2861c00dc57a837a565b557842891e29aee288e448a,24
0x5200a0e9b161bc59feecb165fe2592bef3e1847a,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x574572e1e704a4a6959e994237fc943123bf2efe,0x9f3a95721ff945cd546552f911219a968d26eab3,3657926297755925,18076154,18191804479,null,null,0x9cbd7f2bfe8432b3d295f578a2205c78eec6b3b064357ca1f891665885840b75,56
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x429cf888dae41d589d57f6dc685707bec755fe63,18495789342414668,18075971,10444483655,10444483655,0,0x455411d74666d7d7f8170485afc4b499a9aa2524c19e3282412f2df332080362,0
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x6238fb1f86eed79075999c523a3a28032387fd8b,8276538243980819,18075980,13944947097,19998230492,3000000000,0xd00318743f1a310f4fa463dad3f79f2a1c3d3951c66addfb691634d5a83bb90e,34
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0xb702db59e9f7fecce374a9c18e1a6f028fd6291c,0x9f3a95721ff945cd546552f911219a968d26eab3,32826019689793939,18076215,16359615270,22682465050,5000000000,0x8ceddf76f5687c2d9a39871f262a51f7b1cb496f439f6b7966bd8bcaa5fec988,22
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xde618fda2039038af5e6a6e0f99432bd6320a496,2390864317613537,18075994,10840561626,15003255921,100000000,0xd1cb01c2f76edff077bd49345469575ba5ceb3d82fecef47387326c151808d1c,123
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x73e14933750ffaf433dc690bd16a2a2d508139e8,10756914500109271,18075968,10336009361,10336009361,0,0x8d2d732f7810b2f1e982fa1c43e47ed99dc51c775c53c14ed7e9ccc4814c5bff,73
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x74de5d4fcbf63e00296fd95d33236b9794016631,12249829638458084,18076244,12276363328,20905446899,300000000,0xfb820d1e7f59bb12b9925a9dfece967206a2888761803b74380798fd429fb866,25
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x8f4980d8c999f76496460a5437c983ad2f2fe06f,2316651806271697,18076370,11072503509,13031070460,26032561,0x96eb090d59acbf28adf743e8ebdf78871eb4dc48fa905606257fc3ffc90dead6,111
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x3cddae6eb21d727af7e248676403a472907d4a1a,0x9f3a95721ff945cd546552f911219a968d26eab3,14600827000000000,18076179,14312396534,19968594801,3000000000,0x6e270d7f9b16fcbe068e106680fd02ef866efe5234f106d387adbf146331fd69,7
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x918cfbb181723ab15a32a76a668d8885d14a7f75,0x9f3a95721ff945cd546552f911219a968d26eab3,3447003327247911,18076089,17586882259,24320559236,5000000000,0x3c33cda8bf8b89f8b061c1452907f546f4670775474874797e98f6c746557cb6,10
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xaeeca428d697e6e8577427475f5cee27c1b2f0d4,1379126536589163,18075986,12926434794,null,null,0x12b8d575845e174af8f168333887b4adbff064a3218cc8e4fa5d98db755a0ff6,22
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x6f7e8b42f5c1f2e7ee7acf226750743d946e13f4,11014980190151392,18076187,14586825149,20662598948,3000000000,0x34c8d69eb4c6125e40495a7b77e3b6f3f5c7013a7b1964bf6d59b86867ba2a9c,13
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x79615c01325a9d60afe54e15142dafb02865a091,0x9f3a95721ff945cd546552f911219a968d26eab3,5191051544101914,18076213,11863860096,15790000000,99000000,0x28b2f8b4eccf35cddcd629b3ade4c7defd24e38d664453bc27b7128c411d98dd,116
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xf4244abf9a17f06bf127574e2273ce2495a71a18,2657419473343693,18076126,13915988077,20193245868,3000000000,0x6438463d0cff66c764026421ce86156d9053e277d3bc37907f441dea2c0f6e43,79
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xd0c34a5f3a3cefbb533c14b076ee8d14f6476d6c,5386134761282016,18076033,22135967884,24980000000,10100000000,0xe37cdd9bc084f1191ec847ef6e518f573d71d904a6155eea7f91b6118355f648,154
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x6a2a302f771bd676018f093c33f6be030b794b78,2908347626897581,18076036,12176743260,15850000000,99000000,0xca02c20fe41affaa5b2737446a22445510e8601c7baba35973aa431d1700d7e4,131
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x944932bc57b938081496e904b22f4534e114bacd,3883661415733059,18076104,17489293751,26685000000,6150000000,0xa87b9a8d1cd61700873fc69cb7fdc618337c466987430187c80db30dac7812cf,8
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x2881f6b719c45a2cf4db05ec583962a8741489c2,6669464633459898,18075981,16145266261,21717899392,5000000000,0x23790e6b304366a0dd65cb4189858a7774df1f82f0ef3339e910c2ad9adca32f,29
0xe1ce310e3cb20073ff25b1a76faa7e032f41cf7c,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0xeb10366a29817a0611caeec4ff32d8e45f93c5e6,0x9f3a95721ff945cd546552f911219a968d26eab3,10284550753369572,18076100,15480383270,18150000000,4100000000,0x6d63c2122a5325f74293345973f701ca08bd8368b62e08b91e2f94b6f0dfb208,2
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0xf254440bdc8b7b3c749964569f96137caae5e14f,0x9f3a95721ff945cd546552f911219a968d26eab3,2806700466704445,18076158,11315314308,17740000000,130000000,0x8a775abb0bb3e2d5dd0fc643c949ff83a617f00937cb870066b191f134447148,88
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x8d496861257e1feadc2f66bc7e21f1636a58c7a0,13202876179065513,18076221,13208070391,16068061462,100000000,0xb3d3293a8c6b835e0402a3f359681dfae9bdd5e22a5529aa8ff64ac411b042b6,1
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xe377bdbfc764786a8aa89315da7737e9ba9b6794,6495770758451254,18075986,13476558420,18180996330,3000000000,0x5eb498a7c4e694b01145bbb0d6b79125b879ecf0112744062e9ce614406242e5,24
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x6a2a302f771bd676018f093c33f6be030b794b78,2820473844166759,18075998,14042546715,18980000000,110000000,0x667c5f2d1a8a6f8e7a07f5b31fcde3b3ea1c12bdedffc60472b49cd4f25fa7fa,91
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x6580685617a8721df77ca42a08e7b1d58da79cf9,0x9f3a95721ff945cd546552f911219a968d26eab3,10000000000000000,18075975,14130156758,18438397869,3000000000,0x5514473ad7f4f21709666e21115104d0e97c994bb1904ba589cfe013d44118ca,46
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x817e8253058eb04f505815facecf0eef170106ca,4575770706629938,18076173,16990394000,22985591000,5000000000,0xc0503a436ea1e53bb17968aaafe1724de0f1f22bb8ea8448ed30a53cfc2e9a3d,7
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0xcd70f012e7ae89ba1961d65b263d0a95eee99ccd,0x9f3a95721ff945cd546552f911219a968d26eab3,4258980000000000,18076177,14366052579,19934896493,3000000000,0x53e2f775a22a1c0fed9bcc3725ce1a93b519ce3d1068dfc55c479947bbfd2a83,10
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0xbaa56be07be167d0efaffdefd08689b77c7524fe,0x9f3a95721ff945cd546552f911219a968d26eab3,929623765,18076082,15144297506,21216446259,3000000000,0x5de65d4c1432cf73da008f50d42bf50753980c169b30c1bf54f981123c218ccb,16
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x26659906314c494229a64349b4fed0a2e80b8431,2950984674096520,18076105,11353030502,14822713555,100000000,0x87bf326af4329e46a8e5eff98e695d6cf2b28f9410adf2ca5577523819f0a54b,9
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x6cd4cac25b1d6250fa6d28e83d1f344fd8254e40,2266509354737460,18076011,12783825357,17613905713,100000000,0xe48383b073e16875c06ee09accb447104efa6912345f584929aa87def2d76b3c,69
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xb5552dad9e55b4d426075ebbe2387ce99b04a79b,5725529699925759,18076036,22077743260,28116614890,10000000000,0x450e5678bf62ce6c186d04c6bc357a6a335bbe17bf046660e20d4b3f53df18f9,20
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x6580685617a8721df77ca42a08e7b1d58da79cf9,0x9f3a95721ff945cd546552f911219a968d26eab3,4396409000000000,18075977,14239030414,19858545621,3000000000,0x5cf7e744e57ec25756623a094c5d59720754a7dab663217ec90ca8c84e01531b,10
0x356317b328ea9bf07dc9b39395440fb2e965910f,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x356317b328ea9bf07dc9b39395440fb2e965910f,0x000000000000000000000000000000000000dead,30176081371906669,18076036,12177743260,16348556644,100000000,0x9a49f343c25d64092b53568623364fdf2b82b6ff23dfb2fbbf9d013e54b77d59,130
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x1257bc1c598e1117476be8d50079c74115ecc254,6862310681719796,18076058,12476497373,14386831042,26032561,0x8586580caef2371598d271d6a2ba7f6c8b0feb48dde07c0a8acd180cdd9e2302,67
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xd2a987c36b9298f1e7e4eb796064948ca1024df3,5086637808059150,18076016,16464719534,22197079301,5000000000,0x300ec9582d66806a5bbd76718657817583d618257a48a330f137c5d0951d2948,162
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xe325c450a3a4648b14b1b74ebc37adfd0b77eafd,413886185435331,18076053,13781035323,null,null,0x8b3a188de6619490a31d88da1eb7450b1c235cd7ddcd8e51a479307b347bcf38,18
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x212c016b4ea6ff020e24f260138e44acebfca1c1,9776930596679516,18076192,19780570460,26022244246,8000000000,0x184be548a261a401af25f24a945f54cf89af83b8d16ef86d001a07447034ad61,6
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x2ebc0a48cab802054c212fa50cb2f1a365e4cc80,388692540694612,18076116,10291012025,14764568067,100000000,0x2d8998ed1383da2b726b424fbab88c91d796778ff025e56e0f959eb37297e44b,81
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0xa9f624d922e8d64bcdc484a6d0ab1cea9e9c5d29,0x9f3a95721ff945cd546552f911219a968d26eab3,3259386000000000,18076223,16225513069,22298639441,3000000000,0x394eb9c47beb31628f5ef812585fab5bde0036eec15f2e07e35db5e16d740e33,131
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x4ed37ea04b11eac8a2072a445964bb7b53d401ad,0x9f3a95721ff945cd546552f911219a968d26eab3,4396409140583010,18075975,14130156758,19695235137,3000000000,0xb60240f83e4d5ae44281e2bf66a9ee30766cdd075c614c45f6a7c946e9c0f0dd,47
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x574572e1e704a4a6959e994237fc943123bf2efe,3694875048238308,18075980,17944947097,17944947097,7000000000,0x973f57ed99b5abb092630b266cd09287dee6f142ed8c06def95e31b3d494c1bb,8
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0xf51b34fdb4d6772381660e7b99c5ee56cb5e38e4,0x9f3a95721ff945cd546552f911219a968d26eab3,20697036000000000,18076081,14770915912,19857414329,3000000000,0x4c07fcc77d3d7573766fe02df5ea83bc645c65a63f78bf3ccc39fde241c6bed6,36
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xbb938ebc706cbcfe2936746ed01af77d78c36081,408690491266938,18076070,12552655618,null,null,0x0d735b191cdca7b3d97d4a315052a1c212f831f23895197c93e9007bcbb3049f,85
0x000000000022d473030f116ddee9f6b43ac78ba3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x8d496861257e1feadc2f66bc7e21f1636a58c7a0,0x9f3a95721ff945cd546552f911219a968d26eab3,11183715239943401,18076204,11743228612,15708495432,100000000,0xecda60f594cf4f92847a0621f1bf32863dfdd4ab7130252b32d9bf8af31b7b3a,105
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x8439f56d7660a76dbad243b5c1c9b3f6b6127611,2432571850532776,18075980,13944947097,19998230492,3000000000,0xbb8d898e27c71f533d1e17c0c5b6047f907bd629fa8896d431443099f38fe313,32
0x74de5d4fcbf63e00296fd95d33236b9794016631,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x74de5d4fcbf63e00296fd95d33236b9794016631,0x0d8dcdb70b32034951545c9861005d68735f3c7d,12127331342073504,18076244,12276363328,20905446899,300000000,0xfb820d1e7f59bb12b9925a9dfece967206a2888761803b74380798fd429fb866,25
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x6580685617a8721df77ca42a08e7b1d58da79cf9,0x9f3a95721ff945cd546552f911219a968d26eab3,4396409140583010,18075975,14130156758,19695235137,3000000000,0xb60240f83e4d5ae44281e2bf66a9ee30766cdd075c614c45f6a7c946e9c0f0dd,47
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x0167606b5835ae49837f860eeec5636622260dda,3933624134655190,18075989,15249859002,19337265474,3000000000,0xaa36ea0ee5547aed00a32e3682912da9b6a013b3e5562d022d559b4d74519421,30
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x8d496861257e1feadc2f66bc7e21f1636a58c7a0,4582345449909538,18076399,11454359860,14970672857,100000000,0x3a127a520bc480f8124ea92873dd3ffc90a36b3c8802d654d6e243969fe2c906,102
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x8037b383d1b1048db83fe089ac51e0eb1bca61ab,2716336694915860,18075974,18292265246,18292265246,8000000000,0x10b086ad5d4681de7d8cd8738263516b1737029995e26717b6cbaf2480c2265b,21
0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x48085c3ea72bf490566248b67880fb503a4a5627,0x9f3a95721ff945cd546552f911219a968d26eab3,14426471000000000,18076099,14522453780,20092787565,3000000000,0xf9e6771bd801662b73aec3925a12ab8007e8f68ac73f2e1590ab860bdcc45eaa,14
0xe1ce310e3cb20073ff25b1a76faa7e032f41cf7c,0x6580685617a8721df77ca42a08e7b1d58da79cf9,true,0x944932bc57b938081496e904b22f4534e114bacd,0x9f3a95721ff945cd546552f911219a968d26eab3,3844824801575729,18076120,16813427534,25500000000,6150000000,0xa17fac2bdc5d1cb5663acbcb94370339d52cf9d2cc7498603d3a87b230d4886d,8
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0xd48338cb6ca9abc4073b304d4502fb90a6670650,12495604226113811,18075969,15518741134,20504014042,5000000000,0xe3b89a9664b7c0874c9f8ae9cecb03f35a2cc52eebfc708a7ed86e1e2ced63c5,27
0x9f3a95721ff945cd546552f911219a968d26eab3,0x6580685617a8721df77ca42a08e7b1d58da79cf9,false,0x9f3a95721ff945cd546552f911219a968d26eab3,0x3e33de444802886a8041717f57e0f42a89b118d2,4435442853706731,18076045,14579976824,20369965236,3000000000,0x1040805c711ac470d8c7c3cb0f8032bb8d4e51bed4df7df37d2475373eab7deb,12
